User,Bio,Country
deon-di,,united-states
michael-vard,,united-states
samuel.yoo,"Do travel, live, enjoy... and drink wine.",korea-south
samantha.sherl,,united-states
deon.kellermann,,united-states
deon.thompson,,united-states
deon_r,,south-africa
denis.conr,"Argentinian Malbec
Alsace white (Dopff au Moulin)",france
keffiel,,united-states
kei-m,,united-states
keigo.nishishiro,"シャンパン❌唐揚げ、餃子、たこ焼き
#champagne #franciacorta ",japan
samantha.stear,,portugal
samuel.sauvignon,Smooth and silky,canada
denis.khaimin,,netherlands
keen.ethic,,ukraine
samantha_rus,,united-kingdom
denis.yakovenko,,ukraine
denis.venter,,south-africa
samantha_jac,,netherlands
samantha_hunter1,,united-states
denis.robidoux,,canada
denny.gomm,,united-kingdom
denis.khor,,poland
denis.olsuf-ev,,ukraine
samantha.wickramasinghe,,australia
michael.chomse,,south-africa
kees-van-b,,netherlands
samuel.richa,,united-kingdom
denys.m,,brazil
kavithak,,united-states
derrick_ha,,united-states
derrik.kennedy,,united-states
debbie.dixo,,south-africa
sam.lee26,,korea-south
diana-ped,,denmark
debbie.caine,"Wine Scholar Guild member; WSET L3 student; Wine Travels!!
Insta @world_wine_traveler",united-states
debbie.brink,,netherlands
michael.healy10,,united-states
sandy_win,,united-states
debbie-mea,,united-states
michael-hartv,,denmark
debbie-huang1,,taiwan
katrina.sl,,united-states
sam.irvi,,united-states
sang-hyeok.yim,,united-states
debbie-crockett,,united-states
sam.hus,,united-states
michael.hinck,,germany
sandy_chun,,united-states
sandy.tiu,,philippines
derrink,"Born in Wednesbury, grew up in Bewdley and lived in El Barrio Born de Barcelona.",united-kingdom
diana-malo,,canada
df9041491b8e03d3834d5947b4a2fb2d,,netherlands
debbie_segoviano,,united-states
sandy-zamora,,netherlands
dh-kim3,,korea-south
dh.l2,,korea-south
michael-johanv,,south-africa
sandy.hutch,,united-kingdom
sam.mulkay,,belgium
debbie.row,Life is certainly too short to drink bad wine,united-kingdom
debbie.rees1,,united-kingdom
katsuaki.kadoi,,japan
keithc0,,philippines
keithchan20,,malaysia
sandy.scott1,,united-kingdom
debbie.hamano,,united-states
sam.holmes2,,united-kingdom
katrina.matyukhina,,france
diana.mej,,united-states
sang-won.kim,,korea-south
sam.czornyj,,united-kingdom
michael-gaglia,,united-states
diane-jenk,,united-states
michael.joubert,,south-africa
sam.coten,Australian enjoyer of alcohol; vivo tra 🇦🇺 e 🇮🇹 🥂🤔🍾🍸🕺🏼,australia
diane-robert,,united-states
sangmyoung.seo,,korea-south
sangpil.ahn,,korea-south
sam.clot,,hong-kong
sangsoo.paik,,germany
deanna.dav,I've got wanderlust and I'm thirsty,united-states
sangwon-woo,,korea-south
diane.field,,united-kingdom
diane.gies,,canada
deanna-dobrowsky,,canada
diandra-b,,united-kingdom
sam.dei,,ireland
sangjun-gim1,,korea-south
sam.gonas,,mauritius
keld-st,No connoisseur. Just a sewer,denmark
sang-youb.shin,,korea-south
diana.pic,,united-states
sam.halvorsen,,united-kingdom
diana.pro1,,romania
katrina.gillies,,australia
sangho.park3,,korea-south
katrina-carter,,new-zealand
sam.giles,,australia
sanghwa.coe,,korea-south
deb.dev,,united-states
diana_des,,canada
deb-kin,,united-states
michael.ie,,netherlands
sam.penna,"Love all wines and aikido should try to combine both 😂😂🍷🍷🥋
",australia
sam.pep1,,united-states
df282b3dc19a2d6bb5322d19acc10022,Adventures on the wine route,canada
debra.f,So much is waiting to be discovered under that next cork ...,united-states
declan-gallagher,,united-kingdom
kaushal.s,,india
dec-kelly,,ireland
debsa,I know what I like and I drink it!,united-kingdom
sam.z,American living in Barcelona. Trained chef and intro-level with the CMS,spain
despina_s,,united-states
sam.wookie,,united-kingdom
michael.ferraina,,united-states
detelina.momcheva,,bulgaria
katya.niukkala,,united-states
sam.well,,united-states
sam.weiss,,australia
debra.perrin,,australia
debra.pennicott,,united-states
katya.komisaryk,,poland
kaushik_banerjee1,,united-kingdom
keith.hold,,united-kingdom
keith.haley,,united-kingdom
sam_gerard,,new-zealand
michael-nield,,united-states
derv-and-alan,,ireland
keith.collins4,,united-kingdom
dee.kaye,,united-states
dee.hong,,korea-south
kavehb,,united-states
des.hu,,united-states
deda.p,,united-states
dee-ts,"Foodie, co-founder of Ankie’s Kitchen x Broiler Bros, serving home made delights 🇱🇸",lesotho
michael.ear,,united-states
sam_edwards,,united-kingdom
keith.geoghegan,,ireland
dedric.l,,china
sandra.cahu-ionescu,Lawyer. LLM. MSc candidate in winemaking. WSET3 candidate. Passionate wine wanderer. ,romania
michael-matthews6,,united-kingdom
devantm,,canada
df2429f5aa3923b920d47263e23e1bc4,,germany
debra-win,,united-states
sam.rousselle,,canada
sandrawan0,,singapore
sandro-gat,,italy
devynnd,,canada
dewald-botha,,united-arab-emirates
dewald.rautenbach,,south-africa
sandro.frank,,luxembourg
dewaldt.d,,south-africa
debora.gom,"Thou youngling drawer of Falernian old,
Crown me the goblets with a bitterer wine.",belgium
dewil.prj,,germany
debi.frederick,,united-states
sam.prea,,united-states
sam.playfair,,united-kingdom
debby_la,,united-states
dezmond.herbert,,united-states
sam.santoriello,,united-states
michael.giz,,united-states
sam.set,,thailand
sandra.vando,"Passion is my motto; passion for people first; my lovely children, wine!",belgium
devin-lad,Embracing life one bottle of wine at a time. Cheers! 🍷🇨🇦,canada
devin-ma,I don't give 5 stars unless I fall out of my chair upon drinking.,united-states
sandra.swa,,south-africa
michael-mall1,,united-states
sandra.ton,,denmark
michael-madis,,barbados
michael-m.zamacona,,united-states
katy.rasp,,united-states
devin.go,,united-states
deborah.rud,,united-states
katy.usher,,south-africa
michael-loke,"Father, engineer, karateka and Beefsteak & Burgundy club member in Sudbury, Ontario.",canada
sandra_johnson2,,canada
devin_ga,,united-states
dmitry.danilchuk,,belarus
michael.selby,,united-kingdom
dmitry.goli,,ukraine
doug-pel,,united-states
ry.smith1,,united-kingdom
doug-st-,amatuer wine blogger professional wine drinker,united-states
doug-wilkinson,Did this before.  Doing it from scratch  from Zero ,canada
dave.stran,"Singer, songwriter, app developer, father, AV tech, red wine drinker.",united-states
scott.huh,,korea-south
dave.shults,,united-states
dave.seremek,,united-states
dave.savory,,united-kingdom
scott.inn,,united-kingdom
katerina.ath,,cyprus
kerryhi1,,canada
doug.coc,,new-zealand
doug.corbi,Lover of SA wines. Also keen on Spanish Reds and Australasian whites! WSET qualified,united-kingdom
kersten.schutze,,germany
doug.cut,,south-africa
doug-philli,,canada
ryan-anders,"Music duder, wine, fado, food, world  Yeah that's me.",canada
dave_lei,,united-kingdom
doug-orr,,united-kingdom
doryz,,united-states
melissa_simpson,,united-states
dave_d3,Wine drinker and geologist,australia
michael_spiv,,united-states
ryan-cleary,,united-kingdom
scott.davidso,It's five o'clock somewhere.,canada
ryan-cameron2,,united-kingdom
scott.dren,,united-states
dave.x,,belgium
doug-j2,,united-states
katerina.o,,russia
melissa_hart,,united-states
ryan-barker1,,united-kingdom
dave.vanmeerbeeck,Invoerder en verdeler van Italiaanse wijnen. ,belgium
doug-new,"Wine dude in training...Habersham Beverage...SAV, GA",united-states
katerina.angelova,,bulgaria
scott.ki,Always looking for good wines from Spain and Italy.,united-states
doug.fis,,united-states
katerina-horka,,czech-republic
kestutis.a,,lithuania
doug.van,Amateur wine lover,australia
dave.garghan,,united-kingdom
ruth_fisher,,spain
katelyn-bl,,united-states
doug.wino,,united-kingdom
dave.folz,,united-states
doug_ce,"One door closes, many swing wide open.  Let's toast this fact with great wine.",united-states
michael_woods3,,canada
ruth.park,Wine : drinkable Perfume!!!,south-africa
dave.dri,,united-states
kate_zha,,russia
ketil-mo,,united-states
doug_sl,,united-states
ketil_a,"Love food, wine and champagne",norway
doug.springer,,united-states
doug.rout,,united-states
dave.hows,,australia
kateperry0,,united-states
michael_thomas83,,united-states
dave.moro,,united-states
doug.hem,,australia
doug.hoer,Passionate about SA wines. Occasionally lecture for the Cape Wine Academy.,south-africa
doug.hoov,,canada
scott.levy,,united-states
dave.maddo,,canada
dave.hudj," Amateur Wine Enthusiast (Studying for WSET  friends, good food and good Wine!",canada
ruud.moerkens,,netherlands
kes.srikanthan,,united-kingdom
dave.keelty,,new-zealand
ruthie.rururu,,korea-south
scott.mav,,japan
doug.putt,,canada
katerina_ho,,australia
katerina_ko,,russia
donna.sampler,,united-states
kerem.kerimoglu,,turkey
dora.dorka,,hungary
david-c.loh,,singapore
david-c.h,,czech-republic
scott-lun,,united-states
melody-ga,,united-states
keri.boyce,,united-states
katharine.kn,,united-states
david-birch3,,australia
david-beverly,,united-kingdom
michael_p17,,denmark
david-bell1,,united-kingdom
ryan-sap,I call wine the great equalizer. It joins people from all back grounds. @Ryanasapp ,united-states
dori.p1,,moldova
kerli.sild,,estonia
david-amad,Life is full of surprises! Baking & Racing as passion & drinking wine as hobby....,philippines
kerem.uler,,netherlands
dor.beglaubter,,israel
kerry-hamm,,united-kingdom
dor-be,,united-states
scotlandj,,united-kingdom
scott-and-kim.johns,,united-states
kenton.reeve,,united-kingdom
donna_franc,,united-kingdom
david-fulf,I have been a wine enthusiast when a Sommelier introduced me to wine. ,united-states
scott-cameron,,united-kingdom
donnam17,Wine enthusiast - taking time to indulge in a “1st time” wine as often as possible,australia
kenzi.cudney,,united-states
david-d33,,united-states
donuldm,,united-kingdom
katherine-oa,,united-states
ryan.bennett3,,united-kingdom
ryan.bede,,italy
scott-hards,,japan
michael_nevin1,,united-kingdom
kerlin,,estonia
kerms.francis,I was born a free man and became a slave to the grape.,united-kingdom
davi_ber,,brazil
kern.b,,united-kingdom
daved3,,united-kingdom
kerri.stafford,,united-states
michael_shann,,united-kingdom
kerrie.mcevoy,,malta
scott.bain,"Red red wine, can't get enough of the stuff! Thirst for New World.",united-kingdom
daveb26,I love red wine,australia
dave_wilks,,united-kingdom
ryan-h11,,canada
scott.bent,,canada
scott.boz,,united-states
dave_schmidt,,canada
scott.bucha,,united-states
katerinae,,russia
dave_osbo,,united-states
ryan-fulkerson,,italy
daved7,Love wine with Nancy and friends!,united-states
scott-worth,,portugal
ryan-leonard5,,united-states
ryan-mahon1,,canada
daveybaa.m,,ireland
scott-strom,,united-states
doris.nakpil,,philippines
dorku,Weeding through the plethora of under $20 wines searching for true gems.,canada
doron.locketz,,south-africa
davereed15,Apprentice wine snob,united-kingdom
michael_sere,,united-kingdom
kerri.shewchuk,,canada
scott-wind,,united-states
daven14,,united-kingdom
davemcle,,united-kingdom
davehudson1,,united-states
dorota.s,,poland
ryan-lumsden,,canada
dave.cornes,,united-kingdom
dave.colet,,canada
melissa.popkoski,,united-states
kevin-moran2,,angola
kate.he,,united-states
seabeelarryu,,united-states
ds.r,,united-states
ruslan.ki,,ukraine
darren.hickling,"Coder, husband and father. Always trying, smiling, and occasionally funny.",united-kingdom
darren.h6,,ireland
duane-plewacki,,united-states
rushp,Wine Retailer and all around wine geek,united-states
duane.hocking,,new-zealand
melissa-mic,,united-states
duane_br,Wino,australia
darren.burb,,united-kingdom
duckwon-kang,,korea-south
rupert.richter,Wine drinker & Wine lover!,south-africa
duct,,singapore
darren.moor,,united-kingdom
darren.smiths,,south-africa
ruth.e,,united-states
michaelmortensen5,,denmark
michaelking0,,united-kingdom
drew.ring,,united-states
kevin-leonard6,,united-states
darryl-rob,,new-zealand
drew.smith6,,united-states
scottwilson0,Me likes wine.,united-states
drew.welch,,united-kingdom
russ.l1,Retired wine writer,united-states
darrensmith6,,singapore
drew_mcd,"I've drunk wine for years, now I'm trying to work out what all the fuss is about.",united-kingdom
russ.downer,,united-states
michaelmcginn0,,ireland
russ-la,,united-states
kate.jablonski,,united-states
scubasomm,Brit living in Singapore; keen on 'healthy' wines that won't give me a headache ;-),singapore
michaelr2,Wine addicted analytical chemist,germany
darren-woo,,netherlands
kevin-su,,united-states
sean-he,Hmmmm wine. It's soooo good,australia
duncan-r,,brazil
darragh-k,,ireland
duncan.gam,My uncle is an Australian winemaker in Margaret River. It’s in the blood :-) ,united-kingdom
kate-vid,,united-states
duncan.marrison,,united-kingdom
duncan.mcgr,,united-kingdom
duncan.mcpherson,,united-states
melissa-dai,,united-states
sean.beardow,,canada
sean.buh,,canada
kate-se,,united-states
dariusz.piotrowski,,poland
kevin.brown5,,new-zealand
kevin.buf,Californian with a weakness for big reds and Kiwi whites. Value hunter. Salute!,united-states
duncan.wr,,united-kingdom
kevin.anderson,,united-states
sean-noh,,korea-south
duncan-gar,,australia
michaelroy9,,united-states
rupert.kieser,"WSET LEVEL 3 
Food and wine enthusiast",south-africa
kate.dolp,,united-states
michaelring2,,ireland
kate.day1,,united-states
darren-heng,,singapore
dujon.bosman,,united-kingdom
darren-dun,,united-kingdom
duncan-ford,Consumer. Lover of red wine. ,united-kingdom
darren-dixon,,canada
michaelshaw26,,ireland
kevin-with,,united-states
duncan-bennett,New to  please correct my logs if necessary. Critiques appreciated,united-states
melissa-griffin,,australia
michaelsims1,,united-states
drew.ostash,,canada
michaelkennedy8,,netherlands
scottking20,,united-states
dov.auerbach,,israel
scott.tapi,"“This is the only social media, a constant feed of wine labels!”",united-states
dave-robins,,united-kingdom
dave-p5,,united-states
kev.p1,,singapore
kate_gilbert1,,spain
douglas.rot,,canada
rutger-van-,I like to drink great wine and I look for good value.,united-states
scott.weid,,united-states
michaela.za,,seychelles
ruta.sketerskyte,,lithuania
dave-lieb,,united-states
kevan.mcclelland,,united-states
douglas_rei,,united-kingdom
douglas_tra,,united-states
kevep,Enthusiastic layman,hungary
scott.tad,WSET Diploma // Will generally find me working in McLaren Vale,australia
dave-saunders4,,canada
michaela.ryan,,united-states
ruth-bra,,ireland
dougie_h,,qatar
douglas-coo,,united-kingdom
scott.sayr,,united-states
douglas-wa,"Wine enthusiast originally from Brazil living in USA. Favorite,Napa & South America",united-states
michaela.giglio,,malta
melissa.nicholson-shores,,united-states
michaela.lenartova,,portugal
rutger.ver,Gekkigheid! ,netherlands
douglas.faz," Paixão, um estilo de Vida !!!   Passion, a Lifestyle !!!",brazil
douglas.frost,,united-states
scott.stannard,,united-states
douglas.hall2,,united-states
scott.stidston,,australia
dave-smalley,,united-kingdom
rusty-ga,Serial hobbyist who has fallen in love with wine and everything that goes into it.,united-states
dovile-r,,lithuania
kevin-kirsch,,united-states
rustem.raptayev,,kazakhstan
kevin-hale,,united-kingdom
russell.griggs,,united-kingdom
drazzr,,russia
scott_williams13,“There will be no Wine until it’s time”,united-states
russell.big,,united-kingdom
russell-v,,united-states
russell-simon,,united-states
kevin-k13,,united-states
drew.angelone,,united-states
scottg13,"Lover of Red Rioja, Beaujolais and Central Otago Pinot Noir. Now spreading my wings!",united-kingdom
russell-king1,,united-kingdom
melissa.cain,,united-kingdom
darshan-k,,netherlands
scottk14,,australia
scottk4,,united-states
melissa.deb,My most enjoyable moments in life is always shared over a nice glass of wine.,united-states
russell.hart,"Hedge Fund Geek 
Taste switching from Bordeaux to Red Burgandy as I 
WSET ",united-kingdom
dragos.ciulica,,belgium
dpthe1st,,united-states
kevin-bird1,,united-kingdom
scott_buchanan1,,united-states
kevin-chea,,united-kingdom
doyleu,,philippines
kate.van-harrewyn,Wine has now replaced my study binge of sugar. Don’t expect any fancy reviews here.,canada
scott_fort,,united-states
scott_gibson6,,united-states
dasha.labok,,belarus
dave-ald,,united-kingdom
dav_z,,united-states
dr..kwg,,canada
kate.sop,,united-kingdom
michaelcohen15,,united-states
dasha_k,,latvia
scot_e,,united-states
ryan.dhillon,,canada
david.wold,,canada
ken_t,,united-states
ryne.vyles,My journey is to find the BEST wines for under  Follow for great finds! 🍷👌🏻,united-states
mervyn.ed,,united-kingdom
merveko,,norway
david.magee,,australia
dominic.doh,,united-kingdom
david.m74,,united-states
sarah_crews,,united-kingdom
david.lle,,united-kingdom
mert.k,,turkey
mert.bacak,,czech-republic
david.le-roux1,,south-africa
mert-er,At least there is ,united-states
ryderl,,united-states
david.langer1,,israel
kendall.kei,,united-states
sarah_bec,,netherlands
dominic.an,"Wine loving amateur, collector & drinker The more I learn the less I feel I know",united-kingdom
david.morti,,spain
sarah_ann214,,united-states
ryoichi_t,,japan
david.montgomery6,,united-kingdom
